DGN;US;DGN;NAF;;America/New_York;38.2;-88.683334
DRK;CR;DRK;"Drake Bay";;America/Costa_Rica;8.71962;-83.6446
XDM;CA;XDM;"Drummondville Railway Station";;America/Montreal;;
BED;US;BED;"Hanscom Field";;America/New_York;42.470833;-71.29
KDX;SD;KDX;Kadugli;;Africa/Khartoum;;
ONY;US;ONY;Olney;;America/Chicago;33.36667;-98.75
PAP;HT;PAP;"Toussaint Louverture International Airport";Туссен-Лувертюр;America/Port-au-Prince;18.575394;-72.29471
BRS;GB;BRS;"Bristol Airport";Бристоль;Europe/London;51.386757;-2.710659
AOB;PG;AOB;Annanberg;Аннаберг;Pacific/Port_Moresby;-4.916667;144.65
DHF;AE;AUH;"Al Dhafra Military Airport";;Asia/Dubai;24.433332;54.65
DIE;MG;DIE;Antsiranana/Arrachart;;Indian/Antananarivo;-12.346111;49.2925
PYK;IR;PYK;Payam;;Asia/Tehran;;
HLE;SH;HLE;"Saint Helena Airport";" Святая Елена";Atlantic/St_Helena;0;0
DIB;IN;DIB;"Dibrugarh Airport";Шабуа;Asia/Kolkata;27.482908;95.021065
APL;MZ;APL;"Nampula Airport";Нампула;Africa/Maputo;-15.101667;39.287224
DHL;YE;DHL;Dhala;Дала;Asia/Aden;13.7375;44.729168
ZIK;CZ;KLV;"Karlovy Vary Bus Station";"Карловы Вары (автовокзал)";Europe/Prague;50.2322052;12.8712765
DHT;US;DHT;Dalhart;;America/Chicago;36.066666;-102.51667
UTC;NL;UTC;Soesterberg;;Europe/Amsterdam;52.083332;5.166667
NLO;CD;FIH;N'dolo;;Africa/Kinshasa;-4.325;15.326389
DIM;CI;DIM;Dimbokro;;Africa/Abidjan;6.75;-4.766667
VSK;US;VSK;"Vista Field";;America/Los_Angeles;;
QOH;UA;IEV;"Hotel Rus Bus Station";"Киев (автовокзал)";Europe/Kiev;;
CIC;US;CIC;"Chico Municipal Airport";Чико;America/Los_Angeles;39.795834;-121.85667
APC;US;APC;"Napa County";;America/Los_Angeles;38.212223;-122.28
MPM;MZ;MPM;"Maputo International Airport";Мапуту;Africa/Maputo;-25.924389;32.57429
CHT;NZ;CHT;Karewa;;Pacific/Chatham;-43.8;-176.35
ZHL;CH;ZHL;"Heerbrugg Railway Station";;Europe/Zurich;34.736362;112.38541
OUL;FI;OUL;"Oulu Airport";Оулу;Europe/Helsinki;64.93012;25.375425
CHW;CN;CHW;Jiuhuang;;Asia/Shanghai;39.85;98.416664
DNQ;AU;DNQ;Deniliquin;;Australia/Sydney;-35.56;144.95166
DJJ;ID;DJJ;"Sentani Airport";Сентани;Asia/Jayapura;-2.569887;140.51299
FAU;OM;FAU;Fahud;;Asia/Muscat;;
QJY;PL;QJY;"Kolobrzeg Bus Station";;Europe/Warsaw;;
XXI;SE;XXI;"Koping Railway Station";;Europe/Stockholm;;
DIS;CG;DIS;Loubomo;;Africa/Brazzaville;-4.205556;12.661389
APE;PE;APE;"San Juan Aposento";Сан-Хуан-Апосенто;America/Lima;-11.933333;-69.083336
MQL;AU;MQL;"Mildura Airport";Милдьюра;Australia/Melbourne;-34.230835;142.08455
OPL;US;OPL;"St Landry Parish";;America/Chicago;30.533333;-92.083336
DLF;US;DRT;"Laughlin AFB";;America/Chicago;29.366667;-100.9
XEH;CA;XEH;"Ladysmith Railway Station";;America/Vancouver;;
ZYG;NO;ZYG;"Gjovik Railway Station";;Europe/Oslo;;
LKW;OM;LKW;Lekhwair;;Asia/Muscat;;
LOO;DZ;LOO;"L'Mekrareg Airport";Лагуат;Africa/Algiers;33.833332;2.983333
LTZ;IT;SUF;"Lamezia Terme Central Railway Station";"Ламеция-Терме (жд вокзал)";Europe/Rome;38.91;16.24
XLP;CA;XLP;"Matapedia Railway Station";;America/Montreal;;
DLY;VU;DLY;"Dillons Bay";Диллонс-Бей;Pacific/Efate;-18.7;169.15
APS;BR;APS;Anapolis;Анаполис;America/Sao_Paulo;-16.333332;-48.966667
DMO;US;DMO;Sedalia;;America/Chicago;38.704166;-93.18056
DLV;AU;DLV;Delissaville;;Australia/Darwin;-12.566667;130.63333
APT;US;APT;"Marion County";;America/Chicago;35.066666;-85.5
NNG;CN;NNG;"Nanning Airport";Наньнин;Asia/Shanghai;22.61321;108.1675
UTT;ZA;UTT;"Umtata Airport";Умтата;Africa/Johannesburg;-31.583332;28.783333
ZJA;CH;ZJA;"Le Locle Railway Station";;Europe/Zurich;;
PLK;US;PLK;"M. Graham Clark - Taney County";;America/Chicago;36.65;-93.21667
XOF;GB;LON;"Stratford International Rail Station";"Лондон (жд вокзал)";Europe/London;51.51;0.06
QQK;GB;LON;"Kings Cross Rail Station";"Лондон (жд вокзал)";Europe/London;51.51;0.06
SFD;VE;SFD;"Las Flecheras";;America/Caracas;7.885278;-67.43916
AQP;PE;AQP;"Rodriguez Ballon International Airport";Родригес-Байон;America/Lima;-16.344812;-71.56799
ZNW;DE;ZNW;"Limburg Railway Station";;Europe/Berlin;;
LVR;BR;LVR;"Mun. Do Bom Futuro";;America/Cuiaba;;
VVN;PE;VVN;Malvinas;;America/Lima;;
ARM;AU;ARM;"Armidale Airport";Армидейл;Australia/Sydney;-30.532297;151.61493
OSR;CZ;OSR;"Mosnov Airport";Острава;Europe/Prague;49.69552;18.121284
QQU;GB;LON;"Euston Railway Station";"Лондон (жд вокзал)";Europe/London;51.51;0.06
ZWT;DE;ZWT;"Lutherstadt Wittenberg Railway Station";;Europe/Berlin;;
DNG;AU;DNG;Doongan;;Australia/Perth;-15.383333;126.3
DNR;FR;DNR;"Pleurtuit Airport";Плертюи;Europe/Paris;48.587776;-2.083611
SGL;PH;MNL;"Sangley Point NAS";;Asia/Manila;14.6;120.95
XJR;ES;XJR;"Lorca Bus Station";;Europe/Madrid;40.4722385;-4.080234
ARG;US;ARG;"Walnut Ridge";;America/Chicago;36.066666;-90.95
CLU;US;CLU;"Columbus Municipal";;America/Indiana/Indianapolis;39.216667;-85.916664
QLO;US;LAX;"Los Angeles Ferry Port";;America/Los_Angeles;34.0522342;-118.2436849
DNX;SD;DNX;Galegu;;Africa/Khartoum;14.1;33.066666
DOA;MG;DOA;Doany;Доани;Indian/Antananarivo;-14.366667;49.5
SFU;PG;SFU;Safia;Сафиа;Pacific/Port_Moresby;-9.666667;148.66667
DPE;FR;DPE;Dieppe;Диеппе;Europe/Paris;49.961388;1.241111
ZLU;DE;ZLU;"Ludwigslust Railway Station";;Europe/Berlin;;
XTI;ES;MAD;"Chamartin Railway St.";"Мадрид (жд вокзал)";Europe/Madrid;40.4166909;-3.7003454
AOI;IT;AOI;"Ancona Falconara Airport";Фалконара;Europe/Rome;43.60691;13.355723
JTC;BR;JTC;"Bauru-Arealva Airport";Бауру;America/Sao_Paulo;-22.165958;-49.07229
MDL;MM;MDL;"Mandalay International Airport";Мандалай;Asia/Rangoon;21.940052;96.0875
DOI;PG;DOI;Doini;Дойни;Pacific/Port_Moresby;-10.716667;150.71666
ACA;MX;ACA;"Acapulco International Airport";Альварес;America/Mexico_City;16.762403;-99.75459
ARP;PG;ARP;Aragip;Араджип;Pacific/Port_Moresby;-9.8;149.5
ZJL;CH;ZJL;"Lyss Railway Station";;Europe/Zurich;;
OSZ;PL;OSZ;Koszalin;Кошалин;Europe/Warsaw;54.042778;16.264444
HTY;TR;HTY;"Hatay Airport";Хатай;Europe/Istanbul;36.364544;36.28057
DPG;US;DPG;"Michael AAF";;America/Denver;40.233334;-112.75
QCA;SA;QCA;"Makkah Bus Station";;Asia/Riyadh;;
XFR;SE;MMA;"Malmo Syd Railway Station";"Мальмё (жд вокзал)";Europe/Stockholm;55.61;13.004
DOS;PG;DOS;Dios;Диос;Pacific/Port_Moresby;-5.533333;154.83333
DOX;AU;DOX;Dongara;;Australia/Perth;-29.25;114.933334
SIL;PG;SIL;Sila;Сила;Pacific/Port_Moresby;-8.333333;147.5
XOM;AU;MEL;"Melbourne Ferry Port";;Australia/Melbourne;-37.8131869;144.9629796
EMA;GB;NQT;"East Midlands Airport";Ист-Мидленс;Europe/London;52.82587;-1.330595
ASB;TM;ASB;"Ashgabat Airport";Ашхабад;Asia/Ashgabat;37.984184;58.366978
DUN;GL;DUN;Dundas;Дундас;America/Godthab;76.577225;-68.77556
ZBS;US;MSC;"Mesa Bus Station";;America/Phoenix;38.274376;114.69443
UWA;US;UWA;Ware;;America/New_York;42.266666;-72.23333
BIN;AF;BIN;Bamiyan;Бамиан;Asia/Kabul;34.80417;67.82361
IBR;JP;IBR;"Ibaraki Airport";Ибараки;Asia/Tokyo;36.181667;140.41472
MPB;US;MIA;"Miami Sea Plane Base";;America/New_York;25.75;-80.166664
BNP;PK;BNP;Bannu;Банну;Asia/Karachi;33;70.666664
ASI;SH;ASI;"Saint Helena Airport";;Atlantic/St_Helena;-7.966667;-14.4
ASD;BS;ASD;"Andros Town";;America/Nassau;24.697779;-77.79611
CJB;IN;CJB;"Coimbatore International Airport";Пиламеду;Asia/Kolkata;11.031026;77.03893
SHG;US;SHG;"Shungnak Airport";Шангнак;America/Anchorage;66.889725;-157.15778
DRE;US;DRE;"Drummond Island";;America/Detroit;46.016666;-83.75
ABV;NG;ABV;"Nnamdi Azikiwe International Airport";Абуджа;Africa/Lagos;9.004614;7.270447
KNO;ID;MES;"Kuala Namu International Airport";Куала-Наму;Asia/Jakarta;3.637833;98.8705
MIO;US;MIO;Miami;;America/Chicago;36.88333;-94.9
ASG;NZ;ASG;Ashburton;Ашбертон;Pacific/Auckland;-43.9;171.78334
VAK;US;VAK;"Chevak Airport";Чевак;America/Nome;61.52861;-165.59027
NML;CA;NML;"Mildred Lake";;America/Edmonton;;
SHP;CN;SHP;Qinhuangdao;Циньхуандао;Asia/Shanghai;39.965214;119.71656
ZOM;DE;ZOM;"Minden Railway Station";;Europe/Berlin;;
ASH;US;ASH;"Boire Field";;America/New_York;42.77889;-71.509445
ASX;US;ASX;Ashland;Эшленд;America/Chicago;46.55;-90.916664
DSC;CM;DSC;Dschang;Дшанг;Africa/Douala;5.833333;10.091667
XXM;SE;XXM;"Mjolby Railway Station";;Europe/Stockholm;;
SHX;US;SHX;"Shageluk Airport";Шагелук;America/Anchorage;62.69583;-159.56667
OUM;TD;OUM;"Oum Hadjer";;Africa/Ndjamena;13.216667;19.616667
OHE;CN;OHE;"Mohe Airport";Мохэ;Asia/Shanghai;52.92113;122.42059
EAN;US;EAN;"Phifer Field";;America/Denver;42.05;-104.96667
DSE;ET;DSE;Combolcha;;Africa/Addis_Ababa;11.075;39.71528
XHL;NO;XHL;"Nelaug Railway Station";;Europe/Oslo;;
VDT;UY;MVD;"Montevideo Bus Station";"Монтевидео (автовокзал)";America/Montevideo;-34.8836111;-56.1819444
DUC;US;DUC;"Halliburton Field";;America/Chicago;34.47222;-97.959724
DTD;ID;DTD;Datadawai;Датадавай;Asia/Makassar;0.621316;116.60037
DVP;AU;DVP;"Davenport Downs";;Australia/Brisbane;-24.133333;141.11667
COW;CL;COW;Coquimbo;Кокимбо;America/Santiago;-32.8;-70.63333
CPN;PG;CPN;"Cape Rodney";;Pacific/Port_Moresby;-10.183333;148.36667
DYS;US;ABI;"Dyess AFB";;America/Chicago;32.466667;-99.71667
XKM;NO;XKM;"Moss Railway Station";;Europe/Oslo;;
DWB;MG;DWB;Soalala;Соалала;Indian/Antananarivo;-16.1;45.36667
QNM;BE;QNM;"Namur Railway Station";;Europe/Brussels;;
ASY;US;ASY;Ashley;;America/Chicago;46.033333;-99.36667
VDR;AR;VDR;"Villa Dolores";Вилья-Долорес;America/Argentina/Cordoba;-31.94111;-65.14222
NSZ;CN;NSZ;"Nansha Ferry Port";;Asia/Shanghai;;
OXD;US;OXD;"Miami University";;America/New_York;39.86028;-84.76111
DWF;US;DAY;"Wright AFB";;America/New_York;39.666668;-84.183334
VTM;IL;VTM;"Nevatim AFB";;Asia/Jerusalem;;
XYK;SE;NRK;"Norrkoping C Rail Station";"Норрчёпинг (жд вокзал)";Europe/Stockholm;58.5947017;16.1836073
ATB;SD;ATB;Atbara;Атбара;Africa/Khartoum;17.716667;34.016666
ATD;SB;ATD;Atoifi;Атоифи;Pacific/Guadalcanal;-8.866667;161.03334
YVK;NO;YVK;"Koppang Railway Station";;Europe/Oslo;;
ZSB;AT;SZG;"Salzburg Hbf Railway Station";"Зальцбург (жд вокзал)";Europe/Vienna;47.80949;13.05501
ATM;BR;ATM;"Altamira Airport";Алтамира;America/Santarem;-3.2;-52.216667
XLV;CA;XLV;"Niagara Falls Railway Station";;America/Toronto;;
ZAW;DK;ZAW;"Nykobing Mors Bus Station";;Europe/Copenhagen;;
VEE;US;VEE;Venetie;;America/Anchorage;67.023056;-146.41112
ZOY;DE;ZOY;"Oberhausen Hbf Railway Station";;Europe/Berlin;;
ZAQ;DE;NUE;"Nuremberg Hbf Railway Station";"Нюрнберг (жд вокзал)";Europe/Berlin;41.56166;46.664787
CST;FJ;CST;Castaway;Кастэвей;Pacific/Fiji;-17.5;177.5
ATJ;MG;ATJ;Antsirabe;Анцирабе;Indian/Antananarivo;-19.85;47.016666
DOM;DM;DOM;"Melville Hall Airport";Мелвильхол;America/Dominica;15.543056;-61.309166
ARZ;AO;ARZ;N'zeto;;Africa/Luanda;-7.5;13.5
ODC;US;ODC;Oakdale;;America/Los_Angeles;;
DYW;AU;DYW;"Daly Waters";;Australia/Darwin;-16.25;133.4
ATR;MR;ATR;Mouakchott;;Africa/Nouakchott;20.499443;-13.046389
PTZ;EC;PTZ;Pastaza;Пастаца;America/Guayaquil;-2;-77
XOD;NO;XOD;"Oppdal Railway Station";;Europe/Oslo;;
XQE;GB;LON;"Ebbsfleet International Rail Station";"Лондон (жд вокзал)";Europe/London;51.51;0.06
SJX;BZ;SJX;Sartaneja;;America/Belize;18.3;-88.333336
FNU;IT;FNU;Fenosu;;Europe/Rome;;
CSZ;AR;CSZ;"Brigadier Hector Ruiz";;America/Argentina/Buenos_Aires;-37.433334;-61.88333
XQI;GB;XQI;"Loughborough Railway Station";;Europe/London;;
BKO;ML;BKO;"Bamako-Senou International Airport";Бамако;Africa/Bamako;12.540926;-7.947951
XKI;NO;XKI;"Lillestrom Railway Station";;Europe/Oslo;;
CSV;US;CSV;Memorial;;America/Chicago;35.95111;-85.084724
PBO;AU;PBO;"Paraburdoo Airport";Параберду;Australia/Perth;-23.173908;117.748
PAL;CO;PAL;Palanquero;Паланкеро;America/Bogota;52.15;-74.65
XGE;CA;YOW;"Ottawa Bus Station";"Оттава (автовокзал)";America/Toronto;45.411572;-75.698194
QPA;IT;QPA;"Padova Central Railway Station";;Europe/Rome;45.4175;11.880278
QPL;RO;QPL;"Ploiesti Bus Station";;Europe/Bucharest;;
CME;MX;CME;"Ciudad Del Carmen Airport";Сьюдад-дель-Кармен;America/Merida;18.65103;-91.802734
EBM;TN;EBM;"El Borma";Эль-Борма;Africa/Tunis;31.716667;9.266667
VIF;IT;VIF;Vieste;Виесте;Europe/Rome;41.885277;16.176945
ATY;US;ATY;"Watertown Airport";Уотертаун;America/Chicago;44.90889;-97.15417
SKS;DK;SKS;Vojens;;Europe/Copenhagen;55.221943;9.264722
EBW;CM;EBW;Ebolowa;Эболова;Africa/Douala;2.916667;11.166667
AUD;AU;AUD;"Augustus Downs";;Australia/Brisbane;-18.506945;139.88167
VLM;BO;VLM;Villamontes;;America/La_Paz;-21.25;-63.5
XJP;CZ;PED;"Pardubice Main Railway Station";"Пардубице (жд вокзал)";Europe/Prague;50.0378281;15.7808335
ZKA;CH;ZKA;"Sargans Railway Station";;Europe/Zurich;;
XJY;FR;PAR;"Massy TGV Rail Station";"Париж (жд вокзал)";Europe/Paris;48.856614;2.3522219
VLN;VE;VLN;"Arturo Michelena International Airport";Валенсия;America/Caracas;10.15429;-67.92248
ECG;US;ECG;"Elizabeth City";;America/New_York;36.259167;-76.17306
AUF;FR;AUF;"Auxerre Branches";;Europe/Paris;47.85;3.5
CTR;AU;CTR;"Cattle Creek";Кэттл-Крик;Australia/Darwin;-17.583332;131
QPJ;HU;PEV;"Pecs Bus Station";;Europe/Budapest;;
XPF;GB;XPF;"Penrith Railway Station";;Europe/London;;
CUZ;PE;CUZ;"Alejandro Velasco Astete International Airport";"Велаcко Астете";America/Lima;-13.538429;-71.94371
PBT;PY;PBT;"Puerto Leda";;America/Asuncion;-20.616667;-58.026943
AYY;LK;AYY;"Arugam Bay SPB";;Asia/Colombo;;
CUI;CO;CUI;Currillo;Куррилло;America/Bogota;4.666667;-72
SLD;SK;SLD;Sliac;Слиач;Europe/Bratislava;48.63333;19.133333
EDQ;HN;EDQ;Erandique;Эрандике;America/Tegucigalpa;14.233333;-88.416664
VOD;CZ;PRG;Vodochody;;Europe/Prague;50.0878114;14.4204598
ZPL;DE;ZPL;"Recklinghausen Hbf Railway Station";;Europe/Berlin;24.40528;98.5319
AVV;AU;MEL;"Avalon Airport";Авалон;Australia/Melbourne;-38.02637;144.47308
QQM;GB;MAN;"Piccadilly Railway Station";"Манчестер (жд вокзал)";Europe/London;-1;-1
SLQ;US;SLQ;Sleetmute;;America/Anchorage;61.705;-157.16667
ORF;US;ORF;"Norfolk International Airport";Норфолк;America/New_York;36.898582;-76.20629
XPT;GB;XPT;"Preston Railway Station";;Europe/London;;
EFB;US;EFB;"Eight Fathom Bight";;America/Juneau;58;-135.73334
SMA;PT;SMA;"Vila Do Porto Airport";Вила-ду-Порту;Atlantic/Azores;36.966667;-25.1
COA;US;COA;Columbia;;America/Los_Angeles;38.02889;-120.41278
GEB;ID;GEB;Gebe;Гебе;Asia/Jayapura;0.083333;129.41667
ZMQ;NO;ZMQ;"Raufoss Railway Station";;Europe/Oslo;;
VDU;US;RFG;"Tom O'Connor Oilfield";;America/Chicago;28.3;-97.28333
XQW;GB;XQW;"Motherwell Railway Station";;Europe/London;;
AUT;ID;AUT;Atauro;Атауро;Asia/Makassar;-8.216667;125.583336
VME;AR;VME;"Villa Mercedes";Вилья-Мерседес;America/Argentina/San_Luis;-33.63333;-65.416664
AUV;PG;AUV;Aumo;;Pacific/Port_Moresby;-5.716667;148.43333
BZF;US;RDD;"Benton Field";;America/Los_Angeles;40.5865396;-122.3916754
EER;ES;REU;"Reus Railway Station";"Реус (жд вокзал)";Europe/Madrid;41.1548179;1.108676
AUW;US;AUW;Municipal;;America/Chicago;44.923332;-89.623055
EIL;US;FAI;"Eielson AFB";;America/Anchorage;64.85;-147.71666
ZPM;DE;ZPM;"Regensburg Hbf Railway Station";;Europe/Berlin;;
XIZ;FR;RHE;"Champagne-Ardenne TGV";;Europe/Paris;49.258329;4.031696
MGU;MM;MGU;Manaung;Манаунг;Asia/Rangoon;18.958332;93.73889
EHL;AR;EHL;"El Bolson";Эль-Больсон;America/Argentina/Salta;-42;-71.75
AUZ;US;AUZ;"Municipal Airport";;America/Chicago;41.75;-88.316666
QRS;RO;QRS;"Resita Bus Station";;Europe/Bucharest;;
EIE;RU;EIE;Eniseysk;Енисейск;Asia/Krasnoyarsk;58.466667;92.11667
AVB;IT;AVB;Aviano;Авиано;Europe/Rome;46.033333;12.6
OLC;BR;OLC;"Sen. Eunice Micheles";;America/Manaus;-3.470869;-68.95853
ZJZ;CH;ZJZ;"Rorschach Railway Station";;Europe/Zurich;;
AVK;MN;AVK;Arvaikheer;;Asia/Ulaanbaatar;46.266666;102.78333
CZH;BZ;CZH;Corozal;Коросал;America/Belize;18.383333;-88.416664
WTC;US;NYC;"World Trade Center";;America/New_York;40.7;-74.01667
PDI;PG;PDI;Pindiu;Пиндиу;Pacific/Port_Moresby;-6.5;147.58333
XXY;SE;RNB;"Ronneby Railway Station";"Роннебю (жд вокзал)";Europe/Stockholm;56.27;15.27
ZYO;NL;ZYO;"Roosendaal Railway Station";;Europe/Amsterdam;;
CZJ;PA;CZJ;"Corazon De Jesus";;America/Panama;9.570556;-79.368614
CZW;PL;CZW;Czestochowa;Честокова;Europe/Warsaw;50.816666;19.1
DAN;US;DAN;Municipal;;America/New_York;36.573055;-79.335
VNG;LA;VNG;Viengxay;;Asia/Vientiane;18.933332;102.5
ELO;AR;ELO;Eldorado;;America/Argentina/Cordoba;-26.5;-54.733334
DEF;IR;DEF;"Dezful Airport";Дизфуль;Asia/Tehran;32.438828;48.38468
XIM;CA;XIM;"Saint Hyacinthe Railway Station";;America/Montreal;;
QFZ;DE;SCN;"Saarbruecken Hbf Railway Station";"Саарбрюккен (жд вокзал)";Europe/Berlin;49.2348506;6.9944016
MGV;AU;MGV;"Margaret River";"Маргарет Ривер";Australia/Perth;-18.616667;126.86667
AVX;US;AVX;"Avalon Bay";;America/Los_Angeles;33.341667;-118.31528
CZS;BR;CZS;"Campo Internacional Airport";Крузейру-ду-Сул;America/Rio_Branco;-7.583333;-72.78333
SOG;NO;SOG;"Sogndal Airport";Согндал;Europe/Oslo;61.158127;7.136988
DAD;VN;DAD;"Da Nang International Airport";Дананг;Asia/Ho_Chi_Minh;16.055399;108.20298
RNO;US;RNO;"Reno/Tahoe International Airport";Рино;America/Los_Angeles;39.505783;-119.775696
AWB;PG;AWB;Awaba;Аваба;Pacific/Port_Moresby;-8.016667;142.75
ELU;DZ;ELU;"Guemar Airport";Эль-Уэд;Africa/Algiers;33.516666;6.783333
AAL;DK;AAL;"Aalborg Airport";Ольборг;Europe/Copenhagen;57.08655;9.872241
AWP;AU;AWP;"Austral Downs";;Australia/Darwin;-20.5;137.75
RSW;US;FMY;"Southwest Florida International Airport";"Форт Майерс";America/New_York;26.542835;-81.75433
OKD;JP;SPK;"Okadama Airport";Окадама;Asia/Tokyo;43.110374;141.382
SPQ;US;SPQ;"Catalina SPB";;America/Los_Angeles;33.750557;-118.27278
DBB;EG;DBB;"Alalamain International";;Africa/Cairo;30.924444;28.46139
RUD;IR;RUD;Shahrud;;Asia/Tehran;36.426792;55.094624
AWR;PG;AWR;Awar;Авар;Pacific/Port_Moresby;-4.124167;144.87029
ZKC;CH;ZKC;"Sarnen Railway Station";;Europe/Zurich;;
PFQ;IR;PFQ;Parsabad;;Asia/Tehran;39.60689;47.87752
VOT;BR;VOT;Votuporanga;;America/Sao_Paulo;-20.433332;-49.88333
SQR;ID;SQR;"Inco Soroako Waws";;Asia/Makassar;-3.166667;122.666664
XKQ;NO;XKQ;"Sarpsborg Railway Station";;Europe/Oslo;;
DBT;ET;DBT;"Debra Tabor";Дебра-Табор;Africa/Addis_Ababa;11.968056;38.025276
ZSY;US;ZSY;"Scottsdale Bus Station";;America/Phoenix;;
LEU;ES;LEU;"Seo de Urgel";;Europe/Madrid;42.416668;1.466667
AXE;BR;AXE;Xanxere;;America/Sao_Paulo;-26.883333;-52.38333
SPW;US;SPW;"Spencer Municipal";;America/Chicago;43.16389;-95.200836
XFM;CA;XFM;"Shawnigan Railway Station";;America/Vancouver;;
SQG;ID;SQG;"Sorong Airport";Синтанг;Asia/Makassar;0.083333;111.583336
EMT;US;EMT;"El Monte";;America/Los_Angeles;34.083332;-118.03333
ZYK;CN;ZYK;"‪Shekou Ferry Terminal";;Asia/Shanghai;22.468485;113.913648
ZPY;DE;ZPY;"Siegburg Railway Station";;Europe/Berlin;;
SQY;BR;SQY;"Sao Lourenco Do Sul";;America/Sao_Paulo;-31.382778;-52.032223
CCC;CU;CCC;"Jardines del Rey Airport";Кайо-Коко;America/Havana;22.5125;-78.50833
XXE;NO;XXE;"Vennesla Railway Station";;Europe/Oslo;;
EPS;DO;EPS;"Arroyo Barril International";;America/Santo_Domingo;19.25;-69.5
DIO;US;DIO;"Diomede Island";;America/Nome;65.75;-168.95
XUR;NO;XUR;"Skoppum Railway Station";;Europe/Oslo;;
QXK;FR;QXK;"St-Genis Bus Station";;Europe/Paris;;
DJO;CI;DJO;Daloa;;Africa/Abidjan;6.866944;-6.466667
NSL;US;NSL;"Slayton Municipal";;America/Chicago;;
TON;PG;TON;Tonu;Тону;Pacific/Port_Moresby;-6.35;155.59166
PHL;US;PHL;"Philadelphia International Airport";"Филадельфия (международный)";America/New_York;39.87641;-75.2433
AXR;PF;AXR;"Arutua Airport";Арутуа;Pacific/Tahiti;-15.25;-146.75
QZC;AU;QZC;"Smiggin Holes Bus Station";;Australia/Sydney;;
AXV;US;AXV;"Neil Armstrong";;America/New_York;40.566666;-84.2
ZSN;DE;ZSN;"Stendal Railway Station";;Europe/Berlin;;
YNX;CA;YNX;"Snap Lake";;America/Yellowknife;;
WAG;NZ;WAG;"Wanganui Airport";Уонгануи;Pacific/Auckland;-39.960922;175.02444
XJO;ES;XJO;"Soria Bus Station";;Europe/Madrid;41.7670715;-2.4793088
PPE;MX;PPE;"Puerto Penasco";Пуэрто-Пеньяско;America/Hermosillo;31.383333;-113.5
VTL;FR;VTL;Vittel;Виттель;Europe/Paris;48.2;5.95
EOK;US;EOK;Keokuk;;America/Chicago;40.458332;-91.43
XVB;GB;XVB;"Stafford Railway Station";;Europe/London;;
AYR;AU;AYR;Ayr;Эйр;Australia/Brisbane;-19.596666;147.32445
ZSO;DE;ZSO;"Suhl Railway Station";;Europe/Berlin;31.85;117.28333
EPT;PG;EPT;Eliptamin;Элиптамин;Pacific/Port_Moresby;-5.033333;141.66667
AYA;CO;AYA;Ayapel;Айапел;America/Bogota;8.316667;-75.15
ERA;SO;ERA;Erigavo;Эригаво;Africa/Mogadishu;10.616667;47.4
QYQ;DK;QYQ;"Sulsted Bus Station";;Europe/Copenhagen;;
AYC;CO;AYC;Ayacucho;Айакучо;America/Bogota;8.6;-73.61667
TER;PT;TER;"Lajes Field";Терсейра;Atlantic/Azores;38.754074;-27.08757
AYK;KZ;AYK;Arkalyk;Аркалык;Asia/Almaty;50.316666;66.96667
ZKU;CH;ZKU;"Sursee Railway Station";;Europe/Zurich;;
ZFX;PL;SZZ;"Szczecin Bus Station";"Щецин (автовокзал)";Europe/Warsaw;53.4285438;14.5528116
RAD;VG;TOV;"Road Town";;America/Tortola;18.427778;-64.620834
TQL;RU;TQL;Tarko-Sale;;Asia/Yekaterinburg;64.92134;77.797356
BRQ;CZ;BRQ;"Turany Airport";Брно;Europe/Prague;49.15;16.7
ERM;BR;ERM;"Comandante Kraemer";"Команданте Густаву Кремер";America/Sao_Paulo;-27.641666;-52.275555
MHD;IR;MHD;"Mashhad International Airport";Мешхед;Asia/Tehran;36.227173;59.64165
YFT;MO;YFT;"Taipa Ferry Port";;Asia/Macau;-18.178333;125.55417
ZKV;CH;ZKV;"Thalwil Railway Station";;Europe/Zurich;;
ESE;MX;ESE;Ensenada;;America/Santa_Isabel;31.866667;-116.61667
XFO;CA;XFO;"Taschereau Railway Station";;America/Montreal;;
AYU;PG;AYU;Aiyura;Айюра;Pacific/Port_Moresby;-6.333333;145.9
SSW;US;SSW;"Stuart Island";;America/Los_Angeles;48.67288;-123.17574
ZYH;NL;HAG;"The Hague Centraal Railway Station";;Europe/Amsterdam;45.620853;126.23644
AZS;DO;AZS;"Samaná El Catey International";Эль-Катей;America/Santo_Domingo;19.270555;-69.736946
PHX;US;PHX;"Phoenix Sky Harbor International Airport";Скай-Харбор;America/Phoenix;33.435036;-112.00016
ESN;US;ESN;Easton;;America/New_York;38.802776;-76.06778
XDZ;CA;YQD;"The Pas Railway Station";;America/Winnipeg;53.97;-101.09
UZR;KZ;UZR;Urzhar;Урджар;Asia/Omsk;47.091242792622;81.664757256737
XTK;GB;XTK;"Thirsk Railway Station";;Europe/London;;
XTJ;ES;XTJ;"Toledo Railway Station";;Europe/Madrid;39.8624;-4.01125
BAB;US;MYV;"Beale AFB";;America/Los_Angeles;39.15;-121.583336
THQ;CN;THQ;Maijishan;;Asia/Shanghai;34.556236;105.86501
THW;LK;TRR;"Harbour SPB";;Asia/Colombo;8.569151;81.23291
BAC;CO;BAC;"Barranca De Upia";;America/Bogota;4.583333;-72.96667
